signal_strength,fiber_loss,temperature,traffic_load,power_status,equipment_health,humidity,fault
72,0.9934535735422557,26,55,1,51,85,0
90,3.9979271605975946,39,15,0,43,88,1
50,2.034516735879116,24,98,1,81,77,1
30,0.7273189688120197,20,66,1,91,48,1
54,3.7753796950562357,26,78,0,68,53,1
22,4.7789214879167465,42,43,0,64,49,1
75,5.778452314917108,47,10,1,74,38,1
75,3.346084452511509,25,44,1,44,89,1
52,3.4420511753820207,46,71,1,80,69,1
71,2.832918786595572,27,97,0,57,92,1
98,1.9206974761037379,53,41,0,83,30,1
57,0.9442995454170374,45,88,1,46,33,1
35,1.8711105151626826,24,15,0,83,59,1
70,2.0703274897310813,39,95,0,56,33,1
71,4.443968461577889,23,62,0,69,41,1
91,0.8594330867192908,38,96,0,75,39,1
23,1.2019466290005978,24,99,1,68,54,1
63,5.835484690103205,20,85,0,94,74,1
50,0.5182976880370886,29,74,0,72,38,1
69,5.583041280046778,27,33,1,92,50,1
18,0.9635102077074297,30,39,0,79,84,1
53,3.265961709890715,24,70,1,79,31,0
65,2.43771530535751,36,89,1,40,48,1
12,2.4608351580791283,43,59,0,99,89,1
68,4.24004715904808,25,47,0,59,41,1
82,3.9700888903043055,45,98,1,81,39,1
22,5.663941819235747,22,20,0,69,63,1
39,4.338267425785089,36,77,1,40,89,1
62,3.6814982101032685,27,73,0,97,69,1
89,1.1376661853246774,28,56,1,41,91,1
60,2.912153842038049,42,34,1,96,94,0
51,3.0333020660632477,39,21,0,71,81,1
35,3.8693308347656847,34,69,0,65,66,1
68,2.2597255461233945,33,75,1,64,43,0
78,0.9577470821830899,41,47,1,87,33,0
88,5.282993798171096,34,16,1,43,59,1
12,0.2912542921652427,31,19,1,67,88,1
50,0.8962100327153847,40,31,1,88,68,0
10,2.7913127481680293,27,66,0,76,52,1
74,5.343917246186594,41,79,0,95,38,1
79,0.704938924733858,26,66,0,84,46,1
84,4.45213479358122,23,74,1,51,66,1
59,1.790469362517198,25,31,0,77,94,1
89,0.5479671746741934,49,88,1,96,72,1
97,5.380292925817557,20,81,0,97,54,1
68,5.837125353375878,43,51,0,73,53,1
83,0.8778832386706381,51,37,1,59,38,1
72,5.386787734976504,41,84,1,68,72,1
34,3.923801841572596,32,66,1,50,52,1
19,1.288712751081034,47,40,1,68,88,1
86,4.06200664733973,22,57,1,49,87,1
10,4.886926079079719,25,83,0,70,53,1
23,3.0134431653742784,21,84,1,40,40,1
30,5.465073551680845,54,20,0,59,91,1
67,3.2181660846980793,40,35,1,91,57,0
47,1.1940108693564608,40,59,0,87,49,1
10,4.284894681647361,50,98,0,81,74,1
93,4.093659273650745,33,17,0,54,47,1
14,3.8785664825994672,27,38,1,47,36,1
53,5.291077795541495,47,73,1,75,59,1
74,3.214879733912808,51,73,0,75,92,1
66,4.254953787644517,35,16,1,48,54,1
54,5.732494490424481,50,76,0,98,43,1
69,0.9128066868003238,30,43,0,81,46,1
75,2.380479668298452,20,17,0,87,55,1
56,1.390779238886481,20,60,0,99,38,1
35,2.0106273942003625,46,44,0,74,53,1
18,3.11242735254299,36,38,1,62,87,1
60,5.0879206718087,34,26,0,57,61,1
17,2.4571114588996785,34,97,1,86,72,1
14,3.391669053373206,21,90,1,40,43,1
48,4.892203473879145,33,74,0,52,67,1
77,5.575969289784246,43,46,0,64,83,1
49,2.1630152116319827,43,75,0,44,92,1
45,1.1499376609000769,51,10,1,57,46,1
30,3.5346444001624278,41,14,0,49,34,1
35,5.385082712913926,31,28,1,46,30,1
84,1.5660319258688524,30,49,1,68,72,0
94,3.0467389115598054,48,61,0,50,88,1
95,2.9672050793861207,22,13,1,67,36,0
65,5.569847229763298,23,62,0,77,46,1
66,2.794576546698592,38,96,1,98,70,1
68,3.263920967171235,54,87,0,50,52,1
16,0.9156965820951131,31,91,0,72,66,1
51,2.8035914330335254,29,13,1,56,55,0
22,2.1165850861691435,29,25,1,76,74,1
93,1.4078013562172604,29,67,0,97,87,1
88,3.1011725143000017,36,25,0,92,66,1
43,4.648236896327535,42,20,0,54,51,1
62,1.1425252816461087,34,89,0,87,63,1
55,0.935263702334102,32,48,0,79,63,1
66,0.8333367819539544,34,39,1,46,83,1
70,4.602259880924191,27,78,1,73,64,1
98,4.7496663486390815,26,66,0,53,91,1
65,5.343432862870984,35,19,1,67,54,1
38,5.7883750820151345,44,59,1,63,40,1
23,2.326718224030916,20,82,1,64,78,1
77,2.108603625500377,48,25,0,65,62,1
80,5.949724365475005,22,93,0,55,88,1
22,0.938639261535374,47,86,1,50,50,1
26,0.346140358776015,42,72,1,63,52,1
38,2.3724363261185113,34,93,0,78,68,1
90,0.6195002820294605,51,67,0,62,80,1
92,2.361159453422991,44,89,1,85,33,0
99,2.5283913060656515,39,91,0,44,58,1
82,3.868541285022484,27,45,1,82,41,0
11,4.490442547899208,41,49,1,63,85,1
71,3.9220090892117345,44,80,1,87,70,0
29,4.272413204527563,29,57,0,77,35,1
96,2.2770250364354694,35,12,1,54,70,0
91,2.793511812922797,22,34,1,80,47,0
65,4.314855921523777,46,31,0,98,36,1
99,0.9697054212208962,50,75,0,72,76,1
61,4.301075589041603,37,84,1,93,58,1
34,5.714156487750355,38,90,0,83,91,1
71,1.1364671305157554,21,42,1,74,59,0
26,2.4271591636432905,40,22,1,45,40,1
48,3.530081819273371,34,80,1,42,56,1
19,4.337095112946302,30,73,0,72,79,1
68,1.5869504081105181,26,67,1,63,60,0
34,3.5489646974874502,34,71,1,54,66,1
37,5.616821705078591,52,87,1,58,59,1
99,2.2089689607754623,54,78,1,71,49,1
85,3.457416899364051,30,52,0,52,54,1
70,3.782099412741904,20,15,1,40,58,1
67,5.335060380675519,40,42,0,87,88,1
53,1.934623715301984,49,10,0,90,77,1
92,5.250423299793255,46,57,0,74,45,1
32,4.073467008286058,37,54,0,81,84,1
87,4.32993011600118,52,48,0,89,39,1
26,0.4912032395264099,20,19,0,90,90,1
88,2.203597926239327,39,88,1,84,76,0
94,0.7961869838985718,48,71,1,50,41,1
47,3.413242324488279,32,23,0,64,40,1
39,5.042011577198223,53,14,0,70,45,1
28,2.5189224548788256,42,10,0,73,35,1
41,1.4310639534182155,32,47,1,86,56,0
95,1.8971889322262698,21,88,0,98,45,1
29,3.481811357086989,47,78,1,83,87,1
73,4.628445735981978,23,36,0,45,77,1
45,4.170175270255442,51,97,0,60,43,1
74,5.658805848892684,30,87,1,94,38,1
92,5.314846541668007,51,16,1,79,59,1
52,0.7189806746527303,44,41,1,77,43,0
35,4.251773092933767,24,56,0,74,90,1
16,2.4225576894525402,34,21,1,40,48,1
43,2.083248676239058,49,58,0,88,85,1
45,2.9076970430002707,23,30,1,95,40,0
15,4.620974131157144,23,97,1,90,39,1
46,2.559045645957234,27,59,1,47,38,1
71,4.9443656186544205,33,16,0,75,86,1
95,2.884415268674474,36,85,0,49,35,1
82,0.4562331299504946,30,66,0,57,51,1
69,3.8190501178278047,25,72,1,85,90,0
73,4.706596115896543,50,30,0,80,86,1
59,1.9642952276098768,31,77,0,99,55,1
61,1.4106389802148143,46,56,0,70,67,1
26,3.8770512931158057,24,99,0,87,85,1
69,2.180587345354761,48,29,0,77,90,1
86,5.444161719528769,49,22,0,94,52,1
90,4.624221698302969,32,52,1,60,31,1
63,2.8210381997973606,32,38,1,52,53,0
19,5.855840979255297,48,23,0,99,91,1
34,2.1325783420615796,24,14,1,60,79,1
27,2.7232673997655743,33,51,1,97,46,1
73,3.9287268757733957,41,68,0,91,64,1
88,3.120990858781026,36,19,0,67,85,1
68,2.1318856577611993,38,46,1,69,65,0
36,2.5649604406647475,31,37,0,56,62,1
67,5.195714455093164,44,22,0,57,79,1
70,1.269435197497113,42,73,0,61,61,1
92,1.973966339818459,36,48,1,58,67,0
88,1.2712626300213588,54,34,0,49,36,1
80,3.122035563823081,43,61,1,74,88,0
52,1.0492890543469608,31,64,0,57,77,1
89,1.1097091001968056,33,66,0,65,91,1
97,5.022330015383902,33,55,0,41,49,1
96,4.247862667510368,29,88,1,56,92,1
20,1.212176853515059,20,87,0,76,39,1
97,2.3813292570646443,42,87,1,69,41,0
14,5.509630154724136,47,82,0,52,81,1
67,5.2336542888418425,26,66,0,89,57,1
48,3.9615027397349096,51,51,1,77,65,1
57,1.7755020337598908,30,75,1,66,64,0
89,2.302399292535904,28,26,1,49,74,1
29,3.9541774620192647,43,50,1,63,72,1
90,3.40678795547998,23,17,0,71,57,1
28,3.40770129398312,36,55,1,78,40,1
69,2.597888711722879,40,46,1,40,81,1
35,0.6323608713067544,44,57,0,43,75,1
88,0.8171307060214241,52,61,0,74,89,1
34,5.0283964411395745,22,97,1,46,69,1
24,5.316331617429883,23,37,1,58,46,1
93,5.372823918867297,32,33,0,63,59,1
30,2.9000514293239497,48,85,0,57,39,1
56,5.6195330790248965,25,77,1,41,82,1
44,5.042534089868453,54,48,0,93,72,1
53,2.3665463247530654,33,73,0,64,93,1
15,1.415788257555792,20,14,0,77,77,1
84,4.398535204592836,26,51,0,87,94,1
32,4.379294182995916,50,82,0,58,47,1
48,5.352056209763355,39,34,0,88,75,1
82,0.39775582611854965,48,80,0,97,46,1
27,2.1801581772879,46,54,1,99,52,1
49,0.30571508747299725,41,44,0,53,70,1
45,1.3411732615514893,34,31,1,48,63,1
37,2.4576752890424554,22,14,0,86,47,1
73,0.8261133042000283,32,69,1,65,51,0
92,4.951488526914726,50,75,1,71,75,1
67,1.2970005155376703,30,29,1,99,39,0
47,2.526895148694815,50,24,0,61,36,1
88,4.829909799731003,54,94,1,43,56,1
53,0.788681792385824,49,11,1,42,71,1
85,3.75575954710819,42,49,0,66,80,1
11,5.649027277209546,34,50,1,78,65,1
82,2.7802979572425515,22,11,0,87,74,1
44,1.516765541397201,42,91,1,79,91,0
10,5.664885225305218,40,55,1,90,70,1
55,0.41968994800226356,24,14,0,62,64,1
69,1.938425814210345,44,95,0,41,31,1
72,4.922278687153459,29,93,1,97,94,1
54,1.0082250835208888,31,54,0,86,83,1
66,0.5960946339815353,51,32,0,53,92,1
46,2.802239720182791,41,72,0,45,46,1
16,2.0574514074434767,50,83,0,63,52,1
25,4.803239828776827,53,49,1,82,75,1
59,2.0891535479948082,49,54,1,67,33,1
23,4.051968083382221,37,81,1,46,42,1
15,3.405146617768682,30,31,1,70,71,1
70,3.622258730077259,54,32,1,59,56,1
30,3.11573567593194,47,21,1,80,84,1
19,0.8992184398622332,37,52,0,40,62,1
41,0.4659998486311768,20,27,1,71,76,0
15,3.309000717201062,53,86,0,60,87,1
11,3.9316004692184707,21,24,0,79,93,1
48,4.379438216807598,24,12,0,70,94,1
58,4.36062996991759,26,16,1,59,56,1
36,4.4678394549987805,37,88,0,83,64,1
65,0.21989988768115798,41,33,1,73,82,0
23,1.418637580659122,48,24,0,98,31,1
32,4.404588255598382,47,32,0,71,50,1
94,0.8291324877980767,40,48,0,81,53,1
60,1.2008265665412095,33,57,1,90,46,0
34,3.9916527570639726,44,88,0,97,56,1
62,4.868250399198989,20,56,0,59,86,1
97,1.0586413595732977,40,38,1,82,91,0
20,3.3498824477645637,51,63,0,54,92,1
44,1.1699313739796977,49,19,1,67,34,1
64,1.3306845419947426,27,70,1,82,78,0
67,2.9436527967256434,23,59,0,91,57,1
77,4.075854696609707,43,18,1,99,56,1
46,3.4877109511081903,28,97,0,67,80,1
86,0.6452955026514667,20,49,0,91,60,1
18,1.7848101101715554,46,32,0,83,39,1
37,5.635175765635066,52,95,1,75,37,1
64,3.8030915778939947,48,19,0,40,78,1
55,3.9829266783210953,24,34,1,59,89,0
89,1.3457578937972785,48,72,0,44,58,1
79,5.753582464138289,28,71,0,47,84,1
36,1.3184134331405144,54,14,0,99,55,1
19,1.5818547328816068,24,76,0,68,62,1
32,3.1095699920655053,54,31,1,88,92,1
30,3.026238184411514,33,45,0,58,33,1
99,0.2925042299467395,21,68,1,92,42,0
54,4.48829685072719,26,66,1,58,77,1
12,0.6690789731054007,34,64,0,77,87,1
68,0.4188084418140131,31,27,0,67,30,1
52,3.092254508764725,50,36,0,51,94,1
16,0.3846622051261541,28,51,1,70,75,1
36,1.283981377634624,41,70,1,44,87,1
71,2.406594961190015,49,97,0,65,61,1
51,3.658389213783953,43,76,1,72,49,0
13,4.718204352674782,47,70,0,84,68,1
99,1.8083505974533163,35,21,0,55,94,1
71,2.8799775267747836,36,43,0,96,75,1
17,5.729087071065491,34,29,0,65,87,1
93,2.4022667756098004,31,52,0,56,86,1
26,4.286921039280106,52,93,1,59,69,1
14,1.7010444062778598,47,47,1,63,84,1
72,3.7769637217317635,23,10,0,94,66,1
18,4.847908309230145,40,73,0,80,49,1
17,5.493925241779049,40,16,0,53,59,1
16,5.6313708455678615,24,44,1,68,47,1
46,1.881996140998131,31,66,1,63,50,0
64,1.285197595057751,27,16,1,47,44,1
76,4.902828792320766,31,59,0,45,55,1
17,3.8147334864052467,30,21,0,78,31,1
78,2.545378089625106,50,31,0,61,49,1
14,0.3140180162335732,32,11,0,47,75,1
26,1.915531663159763,51,41,1,88,44,1
67,0.7569310802602137,34,37,0,82,76,1
72,3.0025714901447014,49,91,1,42,69,1
36,4.981655894600737,25,67,1,50,78,1
85,1.9443093278136883,27,72,0,92,61,1
77,2.209807366746206,34,59,1,97,58,0
37,4.720803200429705,50,49,0,92,45,1
98,2.7908708690569815,33,40,1,48,79,1
67,4.042307506645047,28,98,1,56,80,1
59,1.2128880218851212,47,93,1,75,68,1
76,1.5805546767293648,38,91,0,93,31,1
40,3.846406708725176,28,80,1,89,55,0
21,0.7604744906945808,33,57,0,89,78,1
64,1.1340883640243038,54,40,1,59,58,1
13,1.973932504963183,47,41,0,55,42,1
51,1.164713207026734,54,34,1,88,66,1
63,5.855156239237952,40,63,0,52,69,1
31,1.6111874651434392,22,18,0,44,32,1
10,5.732113497532525,36,70,0,44,71,1
57,5.093625538872967,20,82,1,45,34,1
52,2.0624295745429384,28,60,0,42,83,1
29,3.3379323383969988,50,39,0,95,49,1
27,2.09399515117181,53,58,1,57,69,1
79,4.248319448056081,46,98,1,71,85,1
58,2.236113711763966,50,27,0,77,48,1
85,2.851323743643556,53,73,0,80,87,1
26,4.341201028335659,35,47,1,93,70,1
62,2.5570040521760204,42,24,0,51,86,1
31,4.167182477785422,41,71,0,71,57,1
91,2.284335812968783,23,12,1,55,46,0
19,2.456260398193181,22,53,0,59,35,1
33,1.9960607372324006,34,32,0,43,47,1
93,5.937655553821687,52,76,0,48,91,1
21,3.078921194864331,27,47,0,99,69,1
13,1.4098000435989528,33,61,1,42,54,1
51,3.446118181353914,33,88,1,75,58,0
14,2.867200317351315,47,69,0,42,62,1
35,4.695432641984648,50,93,0,62,31,1
68,5.621039287019921,20,38,0,96,55,1
71,0.7533371641491272,50,47,0,69,71,1
89,5.889117300175634,49,10,0,46,90,1
14,1.0729629639128715,31,79,1,68,64,1
35,1.7125055850825448,33,36,0,46,55,1
92,4.674660534422326,25,11,0,40,52,1
15,1.017163942062593,49,16,0,59,48,1
33,4.923236989930816,36,46,0,41,32,1
62,4.073588977796864,32,69,1,78,42,1
16,4.851217907625148,35,28,0,51,55,1
19,3.4242473189229607,47,54,0,84,77,1
48,5.9064569927949835,31,20,0,52,58,1
95,3.5983302597779505,35,25,0,43,91,1
87,2.4337139826491874,31,17,1,97,88,0
37,5.802017270471893,20,97,1,87,30,1
51,0.5344547555733139,38,38,0,73,87,1
71,3.13640276244484,25,96,1,50,73,1
61,3.8292958219591924,25,88,1,69,54,0
31,2.1379642685806575,37,13,1,82,70,1
66,0.6428714704400385,47,77,0,74,45,1
20,2.519250413716423,31,67,0,57,86,1
23,4.882421396754984,50,24,1,72,37,1
40,3.4698232369653983,46,56,1,50,83,1
13,4.571488362737083,27,11,0,50,31,1
31,4.334281958649974,30,20,1,81,82,1
73,1.7906902665322255,26,15,0,49,89,1
86,1.5957722070789668,41,97,1,42,31,1
93,4.766853199486898,39,76,1,75,57,1
92,1.1039615487928836,38,84,1,49,91,1
88,3.435393783819765,21,84,1,59,79,0
99,5.742886423812933,46,65,1,74,37,1
93,3.2003189819861326,44,30,1,74,39,0
70,4.859538321232602,30,59,0,86,88,1
15,1.6112137929111183,28,92,0,83,87,1
88,0.442338529216877,45,11,0,77,70,1
77,2.1547089533919395,50,47,0,52,39,1
15,3.492041215207842,30,31,1,43,52,1
75,3.875558776029103,31,64,1,95,33,0
45,3.263439514046454,29,95,1,61,35,0
24,2.6542275876218895,45,63,1,63,80,1
85,5.9138389149333035,28,22,0,97,37,1
49,4.162172376270951,37,50,1,91,65,1
50,5.727495370231789,44,65,1,52,41,1
16,1.141755849679609,37,51,0,76,42,1
31,5.997312494104356,33,82,1,97,61,1
81,4.2477287359443405,46,67,0,84,80,1
20,5.834482936215491,41,26,0,69,30,1
11,3.6753532421793693,36,12,0,85,42,1
39,1.00864122371888,31,11,1,93,44,0
77,2.1536552538785205,33,91,1,58,71,0
62,0.4126905976637921,25,30,1,83,45,0
98,0.9935558349049475,29,73,1,77,46,0
30,5.990570413834233,33,27,0,78,35,1
34,5.503453749782305,41,94,0,87,53,1
82,5.420685503831177,22,78,0,76,84,1
81,0.11200245567080565,27,73,1,99,40,0
14,2.7582083094232064,24,65,0,64,61,1
75,4.713883960839366,53,16,1,47,71,1
94,1.437010749758538,20,97,0,42,62,1
58,2.5784495767699673,24,91,1,94,60,0
17,1.3089927072698002,32,15,1,77,73,1
96,4.186777083122555,45,29,0,88,83,1
88,4.253771152021027,53,92,0,46,50,1
36,1.7680496007863697,50,82,1,78,38,1
11,2.916025963122792,41,52,0,89,58,1
37,2.7650717661141795,47,14,1,83,58,1
20,4.690076787929552,29,64,0,63,75,1
55,4.0835167463349205,39,69,0,73,69,1
30,0.5025060225010114,31,58,0,54,49,1
51,0.9912818691797948,37,71,1,78,39,0
41,5.055799397623867,28,83,1,72,88,1
41,5.796764860753715,46,85,1,67,84,1
80,3.8546546961144164,36,19,1,62,31,0
31,2.2521461602301347,21,40,0,93,94,1
87,1.4043853757758622,20,85,1,63,75,0
86,4.486997251741323,34,29,0,41,78,1
30,3.8665533840434563,31,84,1,69,31,1
31,5.4625009270315745,37,45,0,95,60,1
43,5.428478581410117,43,82,0,66,49,1
19,1.9123874367283937,52,87,0,87,64,1
74,4.837223622474448,50,15,1,44,83,1
74,1.5962127628182672,39,83,0,84,91,1
97,4.713752447817699,47,13,1,59,94,1
76,1.0918269531193165,30,93,1,97,76,0
52,2.151452508480134,46,76,0,97,36,1
50,0.6070670154309773,27,61,0,53,77,1
22,1.8450696431522249,32,25,1,81,86,1
13,1.9771144052961165,40,61,1,80,82,1
32,4.045195223148445,22,80,0,86,40,1
79,4.3200047316718795,26,15,1,94,64,1
43,3.569419753369329,34,52,0,66,45,1
50,4.643486739445378,24,40,0,92,82,1
27,2.764279049803179,53,57,0,62,90,1
99,3.8046926492626367,38,48,0,95,80,1
42,2.2196246020566215,52,36,0,40,67,1
34,3.175834462986563,22,10,0,96,55,1
61,0.9322788636443556,24,21,1,77,41,0
26,3.704837599269411,38,59,1,88,73,1
60,1.3091699577992002,21,54,1,44,49,1
12,2.819106836699772,25,42,1,45,74,1
64,4.026163478898132,33,77,1,78,70,1
95,2.6242451830273223,23,50,0,67,63,1
65,1.4166181791088082,39,28,0,92,75,1
44,4.030550943827429,20,50,0,95,53,1
77,5.129946814821691,53,35,1,55,47,1
68,3.052357357909241,48,99,1,86,71,1
68,3.3901273592119847,49,99,0,48,57,1
22,2.406109217769664,30,93,0,91,44,1
71,3.540863217796781,39,91,1,67,82,0
56,3.0222988632878787,40,86,1,70,54,0
85,4.50480777036464,44,47,1,78,56,1
12,1.5175449887112487,23,79,1,83,66,1
30,2.9686955896436125,42,89,0,94,61,1
74,1.9657449959742894,25,23,1,73,57,0
27,0.6570976264242456,45,74,1,80,33,1
22,2.380362659530128,47,89,0,77,31,1
80,5.723648835466298,43,98,0,84,45,1
86,2.8168830085446466,52,16,0,42,67,1
90,3.319173630397851,45,44,0,89,51,1
54,4.479200348100799,45,97,0,98,57,1
71,5.910305729065464,44,65,0,56,53,1
39,2.529472403396005,49,18,1,96,39,1
84,3.154285095387232,39,56,0,42,54,1
23,5.814223790694875,24,87,1,77,38,1
62,2.62982497682505,51,38,1,69,73,1
19,4.7629552594183755,49,52,0,80,33,1
81,2.718620626748533,46,64,0,65,58,1
40,1.4430771871158365,43,34,1,88,31,0
15,5.624340912564607,40,22,1,93,50,1
92,4.301118636119646,20,86,0,82,38,1
28,5.194869336436515,35,12,0,78,80,1
21,0.7849100923679029,33,71,0,50,49,1
73,4.258936318316864,29,20,1,65,49,1
91,3.878385438856204,47,17,0,95,86,1
64,2.955435898569643,38,16,1,85,33,0
76,0.9383667738543366,31,16,0,67,56,1
18,2.5472016096004135,37,72,1,86,59,1
15,3.7443519109856664,34,38,0,81,78,1
10,4.097087245452535,38,60,0,85,82,1
51,0.7901883495834879,37,53,1,56,79,0
64,2.718567466996068,47,30,0,47,40,1
58,2.610559060558777,36,11,1,86,76,0
39,4.738842540463724,40,55,1,55,49,1
44,0.343131255442786,47,36,1,94,61,1
72,4.734387514157527,35,14,0,75,38,1
31,4.722790059564184,45,90,1,48,45,1
52,4.212851716934275,38,73,0,59,55,1
37,5.40854591516867,20,94,0,90,82,1
27,2.8444953222530613,48,70,0,54,39,1
41,0.6669335408238893,41,83,0,60,66,1
78,2.055851649176927,51,65,1,49,43,1
63,3.706371332018891,37,30,1,51,68,0
43,2.005084767921673,26,11,1,56,58,0
40,3.8343906657708247,27,56,0,40,88,1
13,0.35737655748500163,32,63,0,85,73,1
23,0.5150179382985073,25,95,0,68,32,1
24,0.16204391352234526,33,93,0,97,37,1
69,5.858157243608731,20,35,1,53,32,1
29,1.6436904623669457,39,61,0,61,75,1
29,4.793764549682691,38,17,0,70,83,1
58,5.332381881995687,42,47,0,86,31,1
77,1.029894992027553,26,82,0,83,48,1
27,1.2748182077204877,42,28,1,52,34,1
33,2.3559205981972644,44,35,1,61,35,1
36,3.0739739365047614,26,37,0,75,38,1
42,3.2549795620585775,52,50,1,67,86,1
73,2.3755347133482583,31,94,1,74,88,0
34,3.5587451416072824,37,11,1,80,30,1
78,4.4429019231117435,52,14,1,45,30,1
27,4.23072312710759,23,71,0,45,81,1
54,0.2782273386051183,45,96,1,50,44,1
29,3.6004489043528207,54,54,1,89,78,1
44,4.304488694635905,42,40,1,72,32,1
15,1.2839692120323343,47,32,0,81,52,1
84,3.661356691197569,54,60,0,99,49,1
18,0.7538728161431707,41,84,1,71,51,1
61,4.02319798936868,27,71,0,42,87,1
37,3.7604058959407167,25,19,0,96,51,1
28,1.5216561130282669,21,85,0,61,68,1
94,5.264423906981003,31,29,0,59,81,1
72,4.858828178334551,48,44,1,66,55,1
16,4.46013952125714,30,86,0,70,35,1
46,2.8113874876387492,38,61,1,91,50,0
98,1.4386645080905476,22,24,0,53,65,1
45,4.714861061155508,40,39,1,77,82,1
26,1.365838314206406,45,51,0,80,79,1
99,2.972919047964353,46,65,0,40,57,1
46,2.334306450341051,48,16,1,59,70,1
90,1.2917962825847973,33,49,0,89,52,1
69,3.7263314300404953,20,66,1,60,94,0
58,5.894213839910189,38,49,0,59,81,1
90,2.9100242827018983,25,58,0,62,43,1
65,3.0472391014609457,32,52,0,74,69,1
43,2.2991464574922165,38,46,1,43,35,1
96,1.4468619777361844,23,63,0,90,35,1
39,1.7671881977449784,43,91,0,55,40,1
36,5.267346978248493,51,88,0,43,54,1
60,5.6939135307825675,41,87,1,55,43,1
18,4.974781204206708,51,10,0,86,34,1
29,0.2560293110687878,36,57,0,69,57,1
96,3.686010548828976,33,48,1,71,57,0
56,3.340707481362156,32,20,0,88,49,1
28,4.67111058934703,42,36,0,60,66,1
77,4.705302810799452,40,33,0,46,37,1
86,2.684857889154847,46,70,1,64,39,1
21,1.7964338191164553,25,68,1,76,68,1
82,0.6740894798989335,31,66,1,71,70,0
88,3.706800547830689,29,19,0,56,30,1
94,1.7142832213226673,38,69,1,50,47,0
88,5.791370022472295,31,45,0,62,62,1
14,0.37581351703102994,30,80,0,79,63,1
78,5.789312590653778,31,58,0,41,93,1
34,3.024929461326397,25,44,0,49,54,1
97,3.6788759207549684,45,86,0,52,43,1
40,3.54285983922484,31,29,0,82,47,1
55,4.540973856445515,22,46,0,60,53,1
43,0.6363311814862019,44,27,1,59,67,0
50,5.338327360928052,23,80,0,63,37,1
87,4.767173185087348,42,65,0,67,84,1
77,5.115976963381191,20,12,0,48,81,1
96,2.963740572227095,23,78,1,90,32,0
47,4.217043248992534,36,93,1,60,37,1
55,2.79785900335211,28,84,0,59,82,1
78,0.8691039945197359,37,35,0,63,51,1
36,1.881834393175016,36,53,1,98,78,0
52,1.7426220901022769,36,65,0,45,81,1
87,1.079609094619639,38,28,1,78,31,0
80,1.5237643827101381,40,27,0,41,66,1
54,3.0412324294858477,53,77,0,75,93,1
27,2.5910549087975383,50,98,0,41,85,1
41,2.04206864580375,47,52,0,77,53,1
11,5.4496569611147105,41,16,1,73,59,1
50,4.694383565992405,53,74,0,56,34,1
29,0.11486517002574805,30,98,1,74,84,1
67,3.4651343128510534,26,25,1,70,44,0
99,4.229258192543363,41,88,1,75,69,1
47,0.4150963666697247,40,58,1,61,73,0
10,0.7725978310479817,30,10,0,72,66,1
78,1.7435156720113107,26,91,1,57,57,0
63,3.721624096659917,22,17,0,72,70,1
23,5.546428050260621,37,27,0,95,59,1
34,2.9665313921697445,26,27,1,86,49,1
18,5.895580217784569,49,35,0,60,73,1
92,5.626767426234612,46,45,0,43,76,1
70,3.8604239560493587,21,99,1,63,61,1
61,2.802106295923515,37,55,1,86,78,0
17,4.121333574885232,40,15,1,77,60,1
25,4.768089785139496,49,45,0,57,50,1
17,5.664119071760877,29,50,0,90,58,1
32,4.545749485951107,44,83,0,44,51,1
82,2.4101774574664496,38,64,0,96,55,1
43,3.0104869904514864,32,12,1,72,66,0
27,0.37738051194057287,44,72,1,85,65,1
53,0.26959451056015044,24,57,0,69,94,1
24,1.7609412303235894,23,26,1,64,72,1
24,4.855983569789321,37,65,1,98,37,1
32,1.9835393025241324,31,96,1,58,37,1
96,0.7898021681672143,36,37,1,62,31,0
74,2.2011596627007104,40,10,0,64,60,1
95,1.9028914745738008,34,33,1,98,54,0
80,5.936970131436986,36,52,1,88,30,1
41,5.830999584829422,36,73,0,56,79,1
41,4.447869422801792,33,53,1,96,79,1
42,4.99069166184777,48,63,0,68,39,1
52,1.5977601806586836,52,94,0,86,85,1
22,3.272279450433038,54,42,0,40,80,1
18,5.991120011207725,34,52,1,82,50,1
71,2.006963795770645,36,58,1,51,32,0
66,5.918526849188204,31,82,0,50,68,1
57,1.2107213449629772,24,36,0,99,37,1
52,3.7588324054730577,34,88,1,84,79,0
76,4.713445301258943,54,89,1,95,82,1
90,3.599753777885286,53,39,1,90,49,1
41,1.922542529412659,39,23,0,40,46,1
82,4.902507521365938,21,48,1,72,64,1
69,1.2902984747598039,45,31,0,99,58,1
10,2.638689410170033,20,37,1,94,53,1
66,1.7504654159301796,24,27,1,76,43,0
93,3.0228058953587755,51,62,1,56,33,1
78,2.385741841940772,21,62,0,66,88,1
94,1.1566778753978544,45,30,0,40,87,1
78,4.477137896575813,29,53,1,58,39,1
77,1.1420640480947353,35,83,1,98,38,0
70,3.3193067890447443,46,54,1,47,56,1
17,4.847011349913956,32,11,1,68,39,1
98,2.9512871933657436,43,70,0,73,32,1
16,5.3324698958293775,40,15,0,45,40,1
46,2.629975964494353,24,38,0,68,53,1
51,5.827185022982201,33,26,1,71,82,1
41,0.2469282149188188,37,22,1,40,47,1
26,4.767323468159296,48,96,0,96,51,1
37,4.276369422427968,37,87,1,99,76,1
79,3.7053217950841253,28,20,1,73,39,0
57,1.8470269469403815,34,96,0,94,65,1
